Ańo;Periodo;Territorio;Indicador;Valor;Unidad;Estado dato
2023;T3;Chamartín;Tasa de variación sobre igual período del ańo anterior;4.8;Porcentaje;
2023;T3;Chamberí;Serie;109.399;Índice;
2023;T3;Chamberí;Tasa de variación sobre igual período del ańo anterior;8.3;Porcentaje;
2023;T3;Ciudad Lineal;Serie;104.206;Índice;
2023;T3;Ciudad Lineal;Tasa de variación sobre el periodo anterior;0.9;Porcentaje;
2023;T3;Ciudad Lineal;Tasa de variación sobre igual período del ańo anterior;2.8;Porcentaje;
2023;T3;Fuencarral-El Pardo;Serie;103.281;Índice;
2023;T3;Fuencarral-El Pardo;Tasa de variación sobre el periodo anterior;1.2;Porcentaje;
2023;T3;Fuencarral-El Pardo;Tasa de variación sobre igual período del ańo anterior;1.5;Porcentaje;
2023;T3;Hortaleza;Serie;100.51;Índice;
2023;T3;Hortaleza;Tasa de variación sobre el periodo anterior;1.2;Porcentaje;
2023;T3;Hortaleza;Tasa de variación sobre igual período del ańo anterior;0.5;Porcentaje;
2023;T3;Latina;Serie;104.425;Índice;
2023;T3;Latina;Tasa de variación sobre el periodo anterior;2.6;Porcentaje;
2023;T3;Latina;Tasa de variación sobre igual período del ańo anterior;1.2;Porcentaje;
2023;T3;Moncloa-Aravaca;Serie;108.718;Índice;
2023;T3;Moncloa-Aravaca;Tasa de variación sobre el periodo anterior;4.5;Porcentaje;
2023;T3;Moncloa-Aravaca;Tasa de variación sobre igual período del ańo anterior;8.2;Porcentaje;
2023;T3;Moratalaz;Serie;104.518;Índice;
2023;T3;Moratalaz;Tasa de variación sobre el periodo anterior;4.1;Porcentaje;
2023;T3;Moratalaz;Tasa de variación sobre igual período del ańo anterior;2.5;Porcentaje;
2023;T3;Puente de Vallecas;Serie;105.806;Índice;
2023;T3;Puente de Vallecas;Tasa de variación sobre el periodo anterior;1.9;Porcentaje;
2023;T3;Puente de Vallecas;Tasa de variación sobre igual período del ańo anterior;3.4;Porcentaje;
2023;T3;Retiro;Serie;102.391;Índice;
2023;T3;Retiro;Tasa de variación sobre el periodo anterior;-1.8;Porcentaje;
2023;T3;Retiro;Tasa de variación sobre igual período del ańo anterior;2.7;Porcentaje;
2023;T3;Salamanca;Serie;109.487;Índice;
2023;T3;Salamanca;Tasa de variación sobre el periodo anterior;1.1;Porcentaje;
2023;T3;Salamanca;Tasa de variación sobre igual período del ańo anterior;5.0;Porcentaje;
2023;T3;San Blas-Canillejas;Serie;105.686;Índice;
2023;T3;San Blas-Canillejas;Tasa de variación sobre el periodo anterior;2.5;Porcentaje;
2023;T3;San Blas-Canillejas;Tasa de variación sobre igual período del ańo anterior;2.6;Porcentaje;
2023;T3;Tetuán;Serie;103.373;Índice;
2023;T3;Tetuán;Tasa de variación sobre el periodo anterior;3.8;Porcentaje;
2023;T3;Tetuán;Tasa de variación sobre igual período del ańo anterior;-0.1;Porcentaje;
2023;T3;Usera;Serie;104.65;Índice;
2023;T3;Usera;Tasa de variación sobre el periodo anterior;0.6;Porcentaje;
2023;T3;Usera;Tasa de variación sobre igual período del ańo anterior;2.6;Porcentaje;
2023;T3;Vicálvaro;Serie;106.245;Índice;
2023;T3;Vicálvaro;Tasa de variación sobre el periodo anterior;4.1;Porcentaje;
2023;T3;Vicálvaro;Tasa de variación sobre igual período del ańo anterior;5.4;Porcentaje;
2023;T3;Villa de Vallecas;Serie;100.648;Índice;
2023;T3;Villa de Vallecas;Tasa de variación sobre el periodo anterior;-1.5;Porcentaje;
2023;T3;Villa de Vallecas;Tasa de variación sobre igual período del ańo anterior;-1.4;Porcentaje;
2023;T3;Villaverde;Serie;102.973;Índice;
2023;T3;Villaverde;Tasa de variación sobre el periodo anterior;-3.4;Porcentaje;
2023;T3;Villaverde;Tasa de variación sobre igual período del ańo anterior;1.8;Porcentaje;
2023;T2;Arganzuela;Serie;102.296;Índice;
2023;T2;Arganzuela;Tasa de variación sobre el periodo anterior;1.1;Porcentaje;
2023;T2;Arganzuela;Tasa de variación sobre igual período del ańo anterior;1.9;Porcentaje;
2023;T2;Barajas;Serie;99.37;Índice;
2023;T2;Barajas;Tasa de variación sobre el periodo anterior;-4.0;Porcentaje;
2023;T2;Barajas;Tasa de variación sobre igual período del ańo anterior;-0.7;Porcentaje;
2023;T2;Carabanchel;Serie;102.257;Índice;
2023;T2;Carabanchel;Tasa de variación sobre el periodo anterior;1.3;Porcentaje;
2023;T2;Carabanchel;Tasa de variación sobre igual período del ańo anterior;2.6;Porcentaje;
2023;T2;Centro;Serie;103.301;Índice;
2023;T2;Centro;Tasa de variación sobre el periodo anterior;3.6;Porcentaje;
2023;T2;Centro;Tasa de variación sobre igual período del ańo anterior;4.9;Porcentaje;
2023;T2;Chamartín;Serie;104.197;Índice;
2023;T2;Chamartín;Tasa de variación sobre el periodo anterior;1.5;Porcentaje;
2023;T2;Chamartín;Tasa de variación sobre igual período del ańo anterior;4.0;Porcentaje;
2023;T2;Chamberí;Serie;108.671;Índice;
2023;T2;Chamberí;Tasa de variación sobre igual período del ańo anterior;10.9;Porcentaje;
2023;T2;Ciudad Lineal;Serie;103.241;Índice;
2023;T2;Ciudad Lineal;Tasa de variación sobre el periodo anterior;1.0;Porcentaje;
2023;T2;Ciudad Lineal;Tasa de variación sobre igual período del ańo anterior;2.9;Porcentaje;
2023;T2;Fuencarral-El Pardo;Serie;102.063;Índice;
2023;T2;Fuencarral-El Pardo;Tasa de variación sobre el periodo anterior;0.1;Porcentaje;
2023;T2;Fuencarral-El Pardo;Tasa de variación sobre igual período del ańo anterior;2.9;Porcentaje;
2023;T2;Hortaleza;Serie;99.36;Índice;
2023;T2;Hortaleza;Tasa de variación sobre el periodo anterior;-3.0;Porcentaje;
2023;T2;Hortaleza;Tasa de variación sobre igual período del ańo anterior;-0.1;Porcentaje;
2023;T2;Latina;Serie;101.812;Índice;
2023;T2;Latina;Tasa de variación sobre el periodo anterior;-0.6;Porcentaje;
2023;T2;Latina;Tasa de variación sobre igual período del ańo anterior;2.7;Porcentaje;
2023;T2;Moncloa-Aravaca;Serie;104.083;Índice;
2023;T2;Moncloa-Aravaca;Tasa de variación sobre el periodo anterior;0.6;Porcentaje;
2023;T2;Moncloa-Aravaca;Tasa de variación sobre igual período del ańo anterior;4.8;Porcentaje;
2023;T2;Moratalaz;Serie;100.38;Índice;
2023;T2;Moratalaz;Tasa de variación sobre el periodo anterior;-0.4;Porcentaje;
2023;T2;Moratalaz;Tasa de variación sobre igual período del ańo anterior;-0.1;Porcentaje;
2023;T2;Puente de Vallecas;Serie;103.809;Índice;
2023;T2;Puente de Vallecas;Tasa de variación sobre el periodo anterior;3.1;Porcentaje;
2023;T2;Puente de Vallecas;Tasa de variación sobre igual período del ańo anterior;4.0;Porcentaje;
2023;T2;Retiro;Serie;104.293;Índice;
2023;T2;Retiro;Tasa de variación sobre el periodo anterior;2.1;Porcentaje;
2023;T2;Retiro;Tasa de variación sobre igual período del ańo anterior;5.3;Porcentaje;
2023;T2;Salamanca;Serie;108.324;Índice;
2023;T2;Salamanca;Tasa de variación sobre el periodo anterior;2.9;Porcentaje;
2023;T2;Salamanca;Tasa de variación sobre igual período del ańo anterior;11.8;Porcentaje;
2023;T2;San Blas-Canillejas;Serie;103.062;Índice;
2023;T2;San Blas-Canillejas;Tasa de variación sobre el periodo anterior;3.8;Porcentaje;
2023;T2;San Blas-Canillejas;Tasa de variación sobre igual período del ańo anterior;3.5;Porcentaje;
2023;T2;Tetuán;Serie;99.579;Índice;
2023;T2;Tetuán;Tasa de variación sobre el periodo anterior;-2.4;Porcentaje;
2023;T2;Tetuán;Tasa de variación sobre igual período del ańo anterior;1.8;Porcentaje;
2023;T2;Usera;Serie;104.076;Índice;
2023;T2;Usera;Tasa de variación sobre el periodo anterior;1.0;Porcentaje;
2023;T2;Usera;Tasa de variación sobre igual período del ańo anterior;5.1;Porcentaje;
2023;T2;Vicálvaro;Serie;102.096;Índice;
2023;T2;Vicálvaro;Tasa de variación sobre el periodo anterior;1.7;Porcentaje;
2023;T2;Vicálvaro;Tasa de variación sobre igual período del ańo anterior;4.6;Porcentaje;
2023;T2;Villa de Vallecas;Serie;102.221;Índice;
2023;T2;Villa de Vallecas;Tasa de variación sobre el periodo anterior;2.6;Porcentaje;
2023;T2;Villa de Vallecas;Tasa de variación sobre igual período del ańo anterior;4.0;Porcentaje;
2023;T2;Villaverde;Serie;106.583;Índice;
2023;T2;Villaverde;Tasa de variación sobre el periodo anterior;4.2;Porcentaje;
2023;T2;Villaverde;Tasa de variación sobre igual período del ańo anterior;8.8;Porcentaje;
2023;T1;Arganzuela;Serie;101.21;Índice;
2023;T1;Arganzuela;Tasa de variación sobre el periodo anterior;-0.7;Porcentaje;
2023;T1;Arganzuela;Tasa de variación sobre igual período del ańo anterior;4.4;Porcentaje;
2023;T1;Barajas;Serie;103.55;Índice;
2023;T1;Barajas;Tasa de variación sobre el periodo anterior;3.6;Porcentaje;
2023;T1;Barajas;Tasa de variación sobre igual período del ańo anterior;4.6;Porcentaje;
2023;T1;Carabanchel;Serie;100.95;Índice;
2023;T1;Carabanchel;Tasa de variación sobre el periodo anterior;0.3;Porcentaje;
2023;T1;Carabanchel;Tasa de variación sobre igual período del ańo anterior;3.5;Porcentaje;
2023;T1;Centro;Serie;99.714;Índice;
2023;T1;Centro;Tasa de variación sobre el periodo anterior;-2.1;Porcentaje;
2023;T1;Centro;Tasa de variación sobre igual período del ańo anterior;1.9;Porcentaje;
2023;T1;Chamartín;Serie;102.611;Índice;
2023;T1;Chamartín;Tasa de variación sobre el periodo anterior;2.4;Porcentaje;
2023;T1;Chamartín;Tasa de variación sobre igual período del ańo anterior;3.9;Porcentaje;
2023;T1;Chamberí;Serie;105.245;Índice;
2023;T1;Chamberí;Tasa de variación sobre igual período del ańo anterior;8.3;Porcentaje;
2023;T1;Ciudad Lineal;Serie;102.215;Índice;
2023;T1;Ciudad Lineal;Tasa de variación sobre el periodo anterior;1.0;Porcentaje;
2023;T1;Ciudad Lineal;Tasa de variación sobre igual período del ańo anterior;5.3;Porcentaje;
2023;T1;Fuencarral-El Pardo;Serie;101.971;Índice;
2023;T1;Fuencarral-El Pardo;Tasa de variación sobre el periodo anterior;2.6;Porcentaje;
2023;T1;Fuencarral-El Pardo;Tasa de variación sobre igual período del ańo anterior;2.4;Porcentaje;
2023;T1;Hortaleza;Serie;102.391;Índice;
2023;T1;Hortaleza;Tasa de variación sobre el periodo anterior;1.7;Porcentaje;
2023;T1;Hortaleza;Tasa de variación sobre igual período del ańo anterior;2.5;Porcentaje;
2023;T1;Latina;Serie;102.442;Índice;
2023;T1;Latina;Tasa de variación sobre el periodo anterior;1.6;Porcentaje;
2023;T1;Latina;Tasa de variación sobre igual período del ańo anterior;5.8;Porcentaje;
2023;T1;Moncloa-Aravaca;Serie;103.475;Índice;
2023;T1;Moncloa-Aravaca;Tasa de variación sobre el periodo anterior;2.5;Porcentaje;
2023;T1;Moncloa-Aravaca;Tasa de variación sobre igual período del ańo anterior;5.5;Porcentaje;
2023;T1;Moratalaz;Serie;100.808;Índice;
2023;T1;Moratalaz;Tasa de variación sobre el periodo anterior;1.8;Porcentaje;
2023;T1;Moratalaz;Tasa de variación sobre igual período del ańo anterior;2.3;Porcentaje;
2023;T1;Puente de Vallecas;Serie;100.715;Índice;
2023;T1;Puente de Vallecas;Tasa de variación sobre el periodo anterior;-0.7;Porcentaje;
2023;T1;Puente de Vallecas;Tasa de variación sobre igual período del ańo anterior;4.5;Porcentaje;
2023;T1;Retiro;Serie;102.1;Índice;
2023;T1;Retiro;Tasa de variación sobre el periodo anterior;-0.2;Porcentaje;
2023;T1;Retiro;Tasa de variación sobre igual período del ańo anterior;6.2;Porcentaje;
2023;T1;Salamanca;Serie;105.247;Índice;
2023;T1;Salamanca;Tasa de variación sobre el periodo anterior;0.6;Porcentaje;
2023;T1;Salamanca;Tasa de variación sobre igual período del ańo anterior;11.7;Porcentaje;
2023;T1;San Blas-Canillejas;Serie;99.286;Índice;
2023;T1;San Blas-Canillejas;Tasa de variación sobre el periodo anterior;-1.1;Porcentaje;
2023;T1;San Blas-Canillejas;Tasa de variación sobre igual período del ańo anterior;2.3;Porcentaje;
2023;T1;Tetuán;Serie;102.051;Índice;
2023;T1;Tetuán;Tasa de variación sobre el periodo anterior;1.6;Porcentaje;
2023;T1;Tetuán;Tasa de variación sobre igual período del ańo anterior;3.9;Porcentaje;
2023;T1;Usera;Serie;103.074;Índice;
2023;T1;Usera;Tasa de variación sobre el periodo anterior;-0.1;Porcentaje;
2023;T1;Usera;Tasa de variación sobre igual período del ańo anterior;7.6;Porcentaje;
2023;T1;Vicálvaro;Serie;100.41;Índice;
2023;T1;Vicálvaro;Tasa de variación sobre el periodo anterior;-1.7;Porcentaje;
2023;T1;Vicálvaro;Tasa de variación sobre igual período del ańo anterior;3.6;Porcentaje;
2023;T1;Villa de Vallecas;Serie;99.591;Índice;
2023;T1;Villa de Vallecas;Tasa de variación sobre el periodo anterior;-0.8;Porcentaje;
2023;T1;Villa de Vallecas;Tasa de variación sobre igual período del ańo anterior;1.2;Porcentaje;
2023;T1;Villaverde;Serie;102.281;Índice;
2023;T1;Villaverde;Tasa de variación sobre el periodo anterior;-0.9;Porcentaje;
2023;T1;Villaverde;Tasa de variación sobre igual período del ańo anterior;4.7;Porcentaje;
2022;T4;Arganzuela;Serie;101.946;Índice;
2022;T4;Arganzuela;Tasa de variación sobre el periodo anterior;1.3;Porcentaje;
2022;T4;Barajas;Serie;99.943;Índice;
2022;T4;Barajas;Tasa de variación sobre el periodo anterior;-0.8;Porcentaje;
2022;T4;Carabanchel;Serie;100.598;Índice;
2022;T4;Carabanchel;Tasa de variación sobre el periodo anterior;-1.5;Porcentaje;
2022;T4;Centro;Serie;101.854;Índice;
2022;T4;Centro;Tasa de variación sobre el periodo anterior;2.1;Porcentaje;
2022;T4;Chamartín;Serie;100.206;Índice;
2022;T4;Chamartín;Tasa de variación sobre el periodo anterior;-0.6;Porcentaje;
2022;T4;Chamberí;Serie;103.824;Índice;
2022;T4;Ciudad Lineal;Serie;101.22;Índice;
2022;T4;Ciudad Lineal;Tasa de variación sobre el periodo anterior;-0.2;Porcentaje;
2022;T4;Fuencarral-El Pardo;Serie;99.408;Índice;
2022;T4;Fuencarral-El Pardo;Tasa de variación sobre el periodo anterior;-2.3;Porcentaje;
2022;T4;Hortaleza;Serie;100.67;Índice;
2022;T4;Hortaleza;Tasa de variación sobre el periodo anterior;0.7;Porcentaje;
2022;T4;Latina;Serie;100.844;Índice;
2022;T4;Latina;Tasa de variación sobre el periodo anterior;-2.3;Porcentaje;
2022;T4;Moncloa-Aravaca;Serie;100.948;Índice;
2022;T4;Moncloa-Aravaca;Tasa de variación sobre el periodo anterior;0.5;Porcentaje;
2022;T4;Moratalaz;Serie;98.99;Índice;
2022;T4;Moratalaz;Tasa de variación sobre el periodo anterior;-2.9;Porcentaje;
2022;T4;Puente de Vallecas;Serie;101.442;Índice;
2022;T4;Puente de Vallecas;Tasa de variación sobre el periodo anterior;-0.9;Porcentaje;
2022;T4;Retiro;Serie;102.342;Índice;
2022;T4;Retiro;Tasa de variación sobre el periodo anterior;2.7;Porcentaje;
2022;T4;Salamanca;Serie;104.618;Índice;
2022;T4;Salamanca;Tasa de variación sobre el periodo anterior;0.3;Porcentaje;
2022;T4;San Blas-Canillejas;Serie;100.375;Índice;
2022;T4;San Blas-Canillejas;Tasa de variación sobre el periodo anterior;-2.5;Porcentaje;
2022;T4;Tetuán;Serie;100.437;Índice;
2022;T4;Tetuán;Tasa de variación sobre el periodo anterior;-3.0;Porcentaje;
2022;T4;Usera;Serie;103.139;Índice;
2022;T4;Usera;Tasa de variación sobre el periodo anterior;1.1;Porcentaje;
2022;T4;Vicálvaro;Serie;102.095;Índice;
2022;T4;Vicálvaro;Tasa de variación sobre el periodo anterior;1.2;Porcentaje;
2022;T4;Villa de Vallecas;Serie;100.382;Índice;
2022;T4;Villa de Vallecas;Tasa de variación sobre el periodo anterior;-1.6;Porcentaje;
2022;T4;Villaverde;Serie;103.215;Índice;
2022;T4;Villaverde;Tasa de variación sobre el periodo anterior;2.0;Porcentaje;
2022;T3;Arganzuela;Serie;100.684;Índice;
2022;T3;Arganzuela;Tasa de variación sobre el periodo anterior;0.3;Porcentaje;
2022;T3;Barajas;Serie;100.796;Índice;
2022;T3;Barajas;Tasa de variación sobre el periodo anterior;0.8;Porcentaje;
2022;T3;Carabanchel;Serie;102.121;Índice;
2022;T3;Carabanchel;Tasa de variación sobre el periodo anterior;2.4;Porcentaje;
2022;T3;Centro;Serie;99.801;Índice;
2022;T3;Centro;Tasa de variación sobre el periodo anterior;1.3;Porcentaje;
2022;T3;Chamartín;Serie;100.828;Índice;
2022;T3;Chamartín;Tasa de variación sobre el periodo anterior;0.6;Porcentaje;
2022;T3;Chamberí;Serie;101.028;Índice;
2022;T3;Ciudad Lineal;Serie;101.376;Índice;
2022;T3;Ciudad Lineal;Tasa de variación sobre el periodo anterior;1.1;Porcentaje;
2022;T3;Fuencarral-El Pardo;Serie;101.798;Índice;
2022;T3;Fuencarral-El Pardo;Tasa de variación sobre el periodo anterior;2.6;Porcentaje;
2022;T3;Hortaleza;Serie;99.97;Índice;
2022;T3;Hortaleza;Tasa de variación sobre el periodo anterior;0.5;Porcentaje;
2022;T3;Latina;Serie;103.174;Índice;
2022;T3;Latina;Tasa de variación sobre el periodo anterior;4.0;Porcentaje;
2022;T3;Moncloa-Aravaca;Serie;100.433;Índice;
2022;T3;Moncloa-Aravaca;Tasa de variación sobre el periodo anterior;1.2;Porcentaje;
2022;T3;Moratalaz;Serie;101.958;Índice;
2022;T3;Moratalaz;Tasa de variación sobre el periodo anterior;1.5;Porcentaje;
2022;T3;Puente de Vallecas;Serie;102.351;Índice;
2022;T3;Puente de Vallecas;Tasa de variación sobre el periodo anterior;2.5;Porcentaje;
2022;T3;Retiro;Serie;99.674;Índice;
2022;T3;Retiro;Tasa de variación sobre el periodo anterior;0.6;Porcentaje;
2022;T3;Salamanca;Serie;104.311;Índice;
2022;T3;Salamanca;Tasa de variación sobre el periodo anterior;7.7;Porcentaje;
2022;T3;San Blas-Canillejas;Serie;103.0;Índice;
2022;T3;San Blas-Canillejas;Tasa de variación sobre el periodo anterior;3.5;Porcentaje;
2022;T3;Tetuán;Serie;103.521;Índice;
2022;T3;Tetuán;Tasa de variación sobre el periodo anterior;5.8;Porcentaje;
2022;T3;Usera;Serie;102.044;Índice;
2022;T3;Usera;Tasa de variación sobre el periodo anterior;3.1;Porcentaje;
2022;T3;Vicálvaro;Serie;100.837;Índice;
2022;T3;Vicálvaro;Tasa de variación sobre el periodo anterior;3.3;Porcentaje;
2022;T3;Villa de Vallecas;Serie;102.034;Índice;
2022;T3;Villa de Vallecas;Tasa de variación sobre el periodo anterior;3.8;Porcentaje;
2022;T3;Villaverde;Serie;101.171;Índice;
2022;T3;Villaverde;Tasa de variación sobre el periodo anterior;3.3;Porcentaje;
2022;T2;Arganzuela;Serie;100.379;Índice;
2022;T2;Arganzuela;Tasa de variación sobre el periodo anterior;3.5;Porcentaje;
2022;T2;Barajas;Serie;100.026;Índice;
2022;T2;Barajas;Tasa de variación sobre el periodo anterior;1.0;Porcentaje;
2022;T2;Carabanchel;Serie;99.711;Índice;
2022;T2;Carabanchel;Tasa de variación sobre el periodo anterior;2.2;Porcentaje;
2022;T2;Centro;Serie;98.478;Índice;
2022;T2;Centro;Tasa de variación sobre el periodo anterior;0.6;Porcentaje;
2022;T2;Chamartín;Serie;100.199;Índice;
2022;T2;Chamartín;Tasa de variación sobre el periodo anterior;1.5;Porcentaje;
2022;T2;Chamberí;Serie;97.967;Índice;
2022;T2;Ciudad Lineal;Serie;100.291;Índice;
2022;T2;Ciudad Lineal;Tasa de variación sobre el periodo anterior;3.3;Porcentaje;
2022;T2;Fuencarral-El Pardo;Serie;99.2;Índice;
2022;T2;Fuencarral-El Pardo;Tasa de variación sobre el periodo anterior;-0.4;Porcentaje;
2022;T2;Hortaleza;Serie;99.452;Índice;
2022;T2;Hortaleza;Tasa de variación sobre el periodo anterior;-0.5;Porcentaje;
2022;T2;Latina;Serie;99.17;Índice;
2022;T2;Latina;Tasa de variación sobre el periodo anterior;2.4;Porcentaje;
2022;T2;Moncloa-Aravaca;Serie;99.278;Índice;
2022;T2;Moncloa-Aravaca;Tasa de variación sobre el periodo anterior;1.2;Porcentaje;
2022;T2;Moratalaz;Serie;100.494;Índice;
2022;T2;Moratalaz;Tasa de variación sobre el periodo anterior;2.0;Porcentaje;
2022;T2;Puente de Vallecas;Serie;99.818;Índice;
2022;T2;Puente de Vallecas;Tasa de variación sobre el periodo anterior;3.6;Porcentaje;
2022;T2;Retiro;Serie;99.074;Índice;
2022;T2;Retiro;Tasa de variación sobre el periodo anterior;3.1;Porcentaje;
2022;T2;Salamanca;Serie;96.865;Índice;
2022;T2;Salamanca;Tasa de variación sobre el periodo anterior;2.8;Porcentaje;
2022;T2;San Blas-Canillejas;Serie;99.541;Índice;
2022;T2;San Blas-Canillejas;Tasa de variación sobre el periodo anterior;2.5;Porcentaje;
2022;T2;Tetuán;Serie;97.865;Índice;
2022;T2;Tetuán;Tasa de variación sobre el periodo anterior;-0.3;Porcentaje;
2022;T2;Usera;Serie;99.021;Índice;
2022;T2;Usera;Tasa de variación sobre el periodo anterior;3.4;Porcentaje;
2022;T2;Vicálvaro;Serie;97.642;Índice;
2022;T2;Vicálvaro;Tasa de variación sobre el periodo anterior;0.8;Porcentaje;
2022;T2;Villa de Vallecas;Serie;98.259;Índice;
2022;T2;Villa de Vallecas;Tasa de variación sobre el periodo anterior;-0.2;Porcentaje;
2022;T2;Villaverde;Serie;97.946;Índice;
2022;T2;Villaverde;Tasa de variación sobre el periodo anterior;0.3;Porcentaje;
2022;T1;Arganzuela;Serie;96.99;Índice;
2022;T1;Barajas;Serie;99.016;Índice;
2022;T1;Carabanchel;Serie;97.57;Índice;
2022;T1;Centro;Serie;97.85;Índice;
2022;T1;Chamartín;Serie;98.766;Índice;
2022;T1;Chamberí;Serie;97.181;Índice;
2022;T1;Ciudad Lineal;Serie;97.113;Índice;
2022;T1;Fuencarral-El Pardo;Serie;99.594;Índice;
2022;T1;Hortaleza;Serie;99.908;Índice;
2022;T1;Latina;Serie;96.812;Índice;
2022;T1;Moncloa-Aravaca;Serie;98.076;Índice;
2022;T1;Moratalaz;Serie;98.558;Índice;
2022;T1;Puente de Vallecas;Serie;96.389;Índice;
2022;T1;Retiro;Serie;96.13;Índice;
2022;T1;Salamanca;Serie;94.206;Índice;
2022;T1;San Blas-Canillejas;Serie;97.084;Índice;
2022;T1;Tetuán;Serie;98.176;Índice;
2022;T1;Usera;Serie;95.796;Índice;
2022;T1;Vicálvaro;Serie;96.881;Índice;
2022;T1;Villa de Vallecas;Serie;98.438;Índice;
2022;T1;Villaverde;Serie;97.668;Índice;
